NATION|SEASON ID|RALLY ID|STAGE PROGR IN RALLY|WINNER|CAR FEDE|CAR BOMBER|WEATHER|TIME|CREATION TM|ENTITY ID|SEASON FINISHED|SEASON START|SEASON END|RALLY WINNER|SEASON WINNER
Germany|420|446|2|BOMBER|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2019-12-30T20:33:26.512|449|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Finland|420|450|0|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-12-30T20:40:52.105|451|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Finland|420|450|1|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-12-30T20:46:58.557|452|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Finland|420|450|2|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2019-12-30T20:51:34.061|453|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Poland|420|454|0|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-12-30T21:02:50.292|455|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
Poland|420|454|1|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-12-30T21:08:13.26|456|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
Poland|420|454|2|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-12-30T21:19:05.482|457|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
Poland|420|454|3|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-12-30T21:19:05.483|458|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
Poland|420|454|4|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2019-12-30T21:19:05.483|459|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
Italy|420|460|0|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-12-30T21:24:08.045|461|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Italy|420|460|1|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-12-30T21:27:50.622|462|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Italy|420|460|2|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2019-12-30T21:32:07.343|463|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Portugal|420|464|0|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-12-30T22:11:49.563|465|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
Portugal|420|464|1|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-12-30T21:54:25.351|466|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
Portugal|420|464|2|BOMBER|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-12-30T22:00:48.586|467|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
Portugal|420|464|3|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-12-30T22:11:49.565|468|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
Portugal|420|464|4|FEDE|Volkswagen Polo R|Volkswagen Polo R|CLEAR_SKY|DAWN|2019-12-30T22:11:49.565|469|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|FEDE|BOMBER
Argentina|420|470|0|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2020-01-05T21:56:07.522|471|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Argentina|420|470|1|BOMBER|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2020-01-05T21:56:07.525|472|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Argentina|420|470|2|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2020-01-05T21:56:19.916|473|true|2019-12-29T20:15:50.713|2020-01-05T21:56:19.916|BOMBER|BOMBER
Monaco|474|475|0|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2020-01-05T22:03:41.487|476|false|2020-01-05T21:56:28.475||FEDE|
Monaco|474|475|1|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2020-01-05T22:23:10.585|477|false|2020-01-05T21:56:28.475||FEDE|
Monaco|474|475|2|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2020-01-05T22:39:37.996|478|false|2020-01-05T21:56:28.475||FEDE|
Monaco|474|475|3|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2020-01-05T22:39:37.997|479|false|2020-01-05T21:56:28.475||FEDE|
Monaco|474|475|4|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2020-01-05T22:39:37.997|480|false|2020-01-05T21:56:28.475||FEDE|
Sweden|474|481|0|FEDE|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2020-01-05T23:11:09.704|482|false|2020-01-05T21:56:28.475||BOMBER|
Sweden|474|481|1|FEDE|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2020-01-05T23:11:09.704|483|false|2020-01-05T21:56:28.475||BOMBER|
Sweden|474|481|2|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2020-01-05T23:11:02.635|484|false|2020-01-05T21:56:28.475||BOMBER|
Sweden|474|481|3|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2020-01-05T23:11:02.636|485|false|2020-01-05T21:56:28.475||BOMBER|
Sweden|474|481|4|BOMBER|Citroen DS 3|Citroen DS 3|CLEAR_SKY|DAWN|2020-01-05T23:11:02.993|486|false|2020-01-05T21:56:28.475||BOMBER|
Mexico|474|487|0|BOMBER|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2020-01-05T23:17:42.132|488|false|2020-01-05T21:56:28.475||BOMBER|
Mexico|474|487|1|BOMBER|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2020-01-05T23:22:39.308|489|false|2020-01-05T21:56:28.475||BOMBER|
Mexico|474|487|2|BOMBER|MINI John Cooper Works|MINI John Cooper Works|CLEAR_SKY|DAWN|2020-01-05T23:25:53.399|490|false|2020-01-05T21:56:28.475||BOMBER|
Argentina|474|491|0|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2020-01-05T23:46:55.697|492|false|2020-01-05T21:56:28.475||FEDE|
Argentina|474|491|1|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2020-01-05T23:46:55.697|493|false|2020-01-05T21:56:28.475||FEDE|
Argentina|474|491|2|FEDE|Ford Fiesta RS|Ford Fiesta RS|CLEAR_SKY|DAWN|2020-01-05T23:46:55.698|494|false|2020-01-05T21:56:28.475||FEDE|
Portugal|474|495|0|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2020-01-06T00:08:53.507|496|false|2020-01-05T21:56:28.475||BOMBER|
Portugal|474|495|1|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2020-01-06T00:08:53.508|497|false|2020-01-05T21:56:28.475||BOMBER|
Portugal|474|495|2|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2020-01-06T00:12:20.699|498|false|2020-01-05T21:56:28.475||BOMBER|
Portugal|474|495|3|FEDE|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2020-01-06T00:12:20.699|499|false|2020-01-05T21:56:28.475||BOMBER|
Portugal|474|495|4|BOMBER|Hyundai i20|Hyundai i20|CLEAR_SKY|DAWN|2020-01-06T00:12:19.054|500|false|2020-01-05T21:56:28.475||BOMBER|
